job_id,job_title,company,location,experience,salary_lpa,skills_required,category
JOB3198,ML Engineer,Microsoft,Chennai,3-5,6-10,"CSS,Bash,Terraform,AWS,GCP,Ansible",Cloud
JOB3199,Platform Engineer,IBM,Chennai,0-2,6-10,"Kubernetes,Flask,Docker,Node,CloudWatch,MongoDB",Cloud
JOB3200,Backend Developer,Zomato,Bangalore,0-2,6-10,"JavaScript,Redis,PostgreSQL,GitHub Actions,Linux,IaC",Backend
JOB3201,Full Stack Developer,Wipro,Chennai,0-2,8-12,"PowerShell,GCP,Python,CSS,C++,MySQL",FullStack
JOB3202,Frontend Developer,Amazon,Gurgaon,0-2,6-10,"JavaScript,CloudWatch,Ansible,Flask,Azure Monitor,CI/CD",Frontend
JOB3203,Junior DevOps Engineer,Zoho,Pune,3-5,8-12,"PostgreSQL,HTML,React,AWS,PowerShell,Kafka",Backend
JOB3204,ML Engineer,Freshworks,Bangalore,3-5,10-15,"C++,Node,PowerShell,Kafka,CSS,PostgreSQL",Data
JOB3205,Platform Engineer,Amazon,Chennai,3-5,6-10,"MongoDB,Docker,Kubernetes,C++,React,CloudWatch",FullStack
JOB3206,Cloud Engineer,Accenture,Remote,0-2,10-15,"React,CSS,JavaScript,GitHub Actions,Python,Kubernetes",Data
JOB3207,Backend Developer,TCS,Hyderabad,2-4,6-10,"CloudWatch,PowerShell,Bash,Java,Ansible,Grafana",DevOps
JOB3208,Data Engineer,Freshworks,Pune,3-5,6-10,"Linux,Bash,Flask,Terraform,PowerShell,Git",Backend
JOB3209,Backend Developer,Paytm,Remote,2-4,6-10,"Bash,CloudWatch,IaC,Kubernetes,CI/CD,CSS",Frontend
JOB3210,Data Engineer,Infosys,Hyderabad,2-4,10-15,"Jenkins,GitLab CI,Terraform,Kubernetes,Node,PostgreSQL",Data
JOB3211,ML Engineer,Swiggy,Noida,1-3,8-12,"Java,MySQL,React,CI/CD,Jenkins,C++",Backend
JOB3212,Cloud Operations Engineer,Flipkart,Remote,1-3,8-12,"Azure,GitHub Actions,HTML,IaC,GitLab CI,Django",Backend
JOB3213,Frontend Developer,Swiggy,Noida,3-5,8-12,"CSS,Git,MongoDB,Java,IaC,Ansible",Frontend
JOB3214,Site Reliability Engineer,Google,Chennai,3-5,10-15,"MySQL,C++,Bash,React,FastAPI,CI/CD",FullStack
JOB3215,Junior DevOps Engineer,Freshworks,Hyderabad,1-3,10-15,"AWS,Kafka,MySQL,IaC,Kubernetes,React",Backend
JOB3216,Cloud Engineer,Swiggy,Noida,2-4,4-6,"C++,Redis,Azure,MongoDB,Bash,Linux",DevOps
JOB3217,Cloud Operations Engineer,IBM,Hyderabad,3-5,4-6,"GCP,Azure,C++,Grafana,Azure Monitor,Flask",Cloud
JOB3218,Full Stack Developer,Accenture,Hyderabad,0-2,10-15,"Java,IaC,React,Ansible,Linux,GCP",FullStack
JOB3219,Full Stack Developer,Paytm,Hyderabad,2-4,8-12,"GitHub Actions,AWS,Prometheus,PowerShell,CSS,React",Backend
JOB3220,Frontend Developer,Accenture,Gurgaon,3-5,10-15,"Kubernetes,GCP,MongoDB,CSS,Linux,FastAPI",Frontend
JOB3221,Junior DevOps Engineer,Swiggy,Gurgaon,2-4,6-10,"Jenkins,GitLab CI,Terraform,Prometheus,FastAPI,PostgreSQL",FullStack
JOB3222,Cloud Operations Engineer,Infosys,Remote,1-3,6-10,"AWS,IaC,HTML,CloudWatch,GitLab CI,FastAPI",Backend
JOB3223,Backend Developer,Swiggy,Gurgaon,1-3,10-15,"GitHub Actions,Docker,AWS,Python,Ansible,HTML",Data
JOB3224,Frontend Developer,Zomato,Gurgaon,2-4,8-12,"Redis,CloudWatch,Bash,Git,PostgreSQL,Python",Data
JOB3225,ML Engineer,Microsoft,Gurgaon,0-2,6-10,"Kubernetes,Redis,Docker,GCP,Kafka,Azure Monitor",Frontend
JOB3226,Data Engineer,TCS,Pune,3-5,6-10,"Azure Monitor,GCP,FastAPI,AWS,Git,CI/CD",DevOps
JOB3227,Data Engineer,Zoho,Hyderabad,0-2,8-12,"CloudWatch,IaC,C++,HTML,Kafka,Node",Data
JOB3228,Junior DevOps Engineer,Oracle,Noida,0-2,4-6,"Linux,PostgreSQL,AWS,C++,Prometheus,Kafka",Frontend
JOB3229,Junior DevOps Engineer,Paytm,Gurgaon,0-2,6-10,"CloudWatch,Kubernetes,Azure,GCP,Bash,Azure Monitor",Data
JOB3230,Cloud Operations Engineer,Infosys,Hyderabad,1-3,8-12,"Azure,PowerShell,React,Docker,AWS,Ansible",Backend
JOB3231,Site Reliability Engineer,Oracle,Noida,3-5,8-12,"MongoDB,Python,GitHub Actions,HTML,Flask,PostgreSQL",Data
JOB3232,Cloud Engineer,Amazon,Gurgaon,3-5,10-15,"Grafana,CSS,Python,Django,Terraform,GitLab CI",FullStack
JOB3233,Platform Engineer,Swiggy,Hyderabad,1-3,4-6,"Django,Azure Monitor,AWS,IaC,JavaScript,React",FullStack
JOB3234,Cloud Operations Engineer,Amazon,Noida,0-2,6-10,"CI/CD,PostgreSQL,React,FastAPI,CloudWatch,Kafka",FullStack
JOB3235,Backend Developer,Flipkart,Pune,1-3,6-10,"Node,GitHub Actions,GCP,AWS,Flask,Bash",Data
JOB3236,Junior DevOps Engineer,IBM,Noida,3-5,4-6,"Java,PostgreSQL,Prometheus,Node,Azure Monitor,CI/CD",Cloud
JOB3237,Platform Engineer,Microsoft,Bangalore,0-2,10-15,"IaC,CloudWatch,MySQL,GitLab CI,Redis,Java",Backend
JOB3238,Frontend Developer,Google,Remote,1-3,8-12,"PowerShell,Prometheus,Grafana,Java,React,Git",FullStack
JOB3239,Frontend Developer,Accenture,Noida,3-5,4-6,"Git,Linux,Flask,Docker,Bash,AWS",Data
JOB3240,Junior DevOps Engineer,Freshworks,Gurgaon,3-5,4-6,"Kafka,Kubernetes,GitLab CI,Git,PostgreSQL,MySQL",DevOps
JOB3241,Site Reliability Engineer,Oracle,Chennai,0-2,6-10,"Kafka,CloudWatch,Azure,React,Django,Azure Monitor",DevOps
JOB3242,Platform Engineer,Accenture,Hyderabad,0-2,8-12,"AWS,GitLab CI,Kubernetes,FastAPI,JavaScript,MySQL",Frontend
JOB3243,Site Reliability Engineer,Zoho,Pune,0-2,10-15,"CI/CD,IaC,Jenkins,Azure Monitor,AWS,Python",Cloud
JOB3244,Cloud Operations Engineer,Amazon,Remote,3-5,6-10,"Django,IaC,Node,FastAPI,Java,CloudWatch",DevOps
JOB3245,Platform Engineer,Microsoft,Bangalore,0-2,8-12,"Git,Flask,MySQL,MongoDB,CI/CD,CloudWatch",Cloud
JOB3246,Cloud Engineer,Infosys,Hyderabad,2-4,6-10,"Kubernetes,Bash,Kafka,GitHub Actions,Azure,MySQL",Frontend
JOB3247,Junior DevOps Engineer,Wipro,Bangalore,3-5,4-6,"Azure,HTML,Docker,React,CloudWatch,JavaScript",Frontend
JOB3248,Backend Developer,Paytm,Remote,3-5,4-6,"PostgreSQL,Ansible,React,Azure Monitor,Java,Kubernetes",Frontend
JOB3249,Site Reliability Engineer,Wipro,Chennai,1-3,8-12,"Jenkins,C++,Docker,Terraform,IaC,Grafana",Cloud
JOB3250,Backend Developer,Freshworks,Pune,0-2,10-15,"Prometheus,Jenkins,Ansible,Azure Monitor,HTML,CSS",Frontend
JOB3251,Data Engineer,Flipkart,Hyderabad,0-2,4-6,"HTML,AWS,CSS,Node,Kafka,Ansible",Backend
JOB3252,Frontend Developer,Zoho,Remote,3-5,4-6,"GitLab CI,FastAPI,GitHub Actions,CI/CD,Java,Node",Data
JOB3253,Full Stack Developer,Flipkart,Pune,3-5,10-15,"MongoDB,MySQL,C++,Kubernetes,FastAPI,HTML",Data
JOB3254,Frontend Developer,Freshworks,Bangalore,0-2,8-12,"CloudWatch,Java,CSS,React,Bash,Flask",FullStack
JOB3255,Site Reliability Engineer,Oracle,Hyderabad,1-3,8-12,"Redis,Jenkins,CloudWatch,CSS,FastAPI,GitHub Actions",DevOps
JOB3256,Data Engineer,Zomato,Remote,3-5,10-15,"Azure Monitor,GitHub Actions,React,Git,Django,MongoDB",Frontend
JOB3257,Full Stack Developer,Freshworks,Pune,3-5,10-15,"Grafana,Bash,Linux,PowerShell,AWS,Azure",Cloud
JOB3258,Site Reliability Engineer,Oracle,Chennai,1-3,4-6,"FastAPI,Redis,Terraform,Azure,Kafka,PowerShell",Data
JOB3259,Frontend Developer,Zoho,Remote,1-3,4-6,"JavaScript,Azure,GCP,Prometheus,Terraform,IaC",Cloud
JOB3260,ML Engineer,Swiggy,Hyderabad,2-4,4-6,"Bash,Python,FastAPI,CI/CD,CloudWatch,Kafka",Cloud
JOB3261,Data Engineer,Infosys,Noida,2-4,8-12,"CloudWatch,Linux,Kubernetes,Flask,Django,Jenkins",FullStack
JOB3262,Junior DevOps Engineer,Infosys,Hyderabad,3-5,8-12,"Kubernetes,C++,Flask,Django,Terraform,Java",DevOps
JOB3263,Platform Engineer,IBM,Noida,0-2,4-6,"Azure,Jenkins,Linux,MongoDB,Kafka,Django",Cloud
JOB3264,Full Stack Developer,Zoho,Bangalore,0-2,10-15,"Linux,Django,CloudWatch,AWS,CSS,Git",Cloud
JOB3265,Data Engineer,Paytm,Bangalore,1-3,8-12,"HTML,Git,Kubernetes,Kafka,CSS,Bash",Frontend
JOB3266,Cloud Engineer,Oracle,Chennai,2-4,8-12,"HTML,AWS,Azure,C++,Azure Monitor,PostgreSQL",Cloud
JOB3267,Cloud Engineer,IBM,Pune,1-3,8-12,"PostgreSQL,Linux,Python,C++,Terraform,CSS",Backend
JOB3268,Full Stack Developer,Paytm,Remote,0-2,4-6,"Grafana,Bash,HTML,Kafka,Redis,FastAPI",Data
JOB3269,Backend Developer,Infosys,Hyderabad,3-5,6-10,"PowerShell,PostgreSQL,Terraform,CSS,GCP,MongoDB",Backend
JOB3270,Junior DevOps Engineer,Accenture,Bangalore,3-5,8-12,"CI/CD,Node,Bash,Django,Ansible,JavaScript",Backend
JOB3271,Full Stack Developer,Amazon,Remote,0-2,6-10,"Grafana,CI/CD,C++,IaC,CloudWatch,Ansible",DevOps
JOB3272,Platform Engineer,Oracle,Chennai,3-5,4-6,"GitHub Actions,PostgreSQL,Ansible,Linux,React,JavaScript",Backend
JOB3273,Frontend Developer,Zoho,Bangalore,2-4,10-15,"MySQL,Bash,Java,CloudWatch,FastAPI,Azure",Backend
JOB3274,Junior DevOps Engineer,Wipro,Chennai,1-3,4-6,"Ansible,Jenkins,React,CloudWatch,PowerShell,Kafka",Frontend
JOB3275,Cloud Engineer,Infosys,Gurgaon,1-3,4-6,"React,CSS,Kafka,Django,C++,Docker",DevOps
JOB3276,Site Reliability Engineer,Flipkart,Chennai,0-2,4-6,"HTML,Django,Terraform,IaC,Redis,AWS",FullStack
JOB3277,Frontend Developer,Google,Gurgaon,2-4,6-10,"Azure Monitor,MongoDB,PowerShell,Jenkins,CI/CD,Python",Frontend
JOB3278,Cloud Operations Engineer,Zoho,Hyderabad,0-2,4-6,"MongoDB,Terraform,GitHub Actions,JavaScript,Redis,Python",Cloud
JOB3279,Data Engineer,Flipkart,Pune,3-5,10-15,"Kubernetes,Redis,PostgreSQL,Azure,Bash,Node",Cloud
JOB3280,ML Engineer,IBM,Remote,1-3,4-6,"Azure Monitor,Java,Terraform,C++,MongoDB,GitHub Actions",Data
JOB3281,Junior DevOps Engineer,Infosys,Noida,3-5,10-15,"Azure Monitor,C++,Git,MySQL,Redis,GitHub Actions",FullStack
JOB3282,Site Reliability Engineer,Microsoft,Bangalore,1-3,10-15,"Redis,Docker,Java,HTML,JavaScript,Grafana",Cloud
JOB3283,Data Engineer,Zoho,Pune,2-4,10-15,"Bash,Django,GCP,Ansible,Kubernetes,Prometheus",Backend
JOB3284,Junior DevOps Engineer,Zoho,Chennai,0-2,10-15,"PostgreSQL,Flask,GitLab CI,CI/CD,HTML,Kubernetes",Data
JOB3285,Junior DevOps Engineer,Accenture,Chennai,3-5,8-12,"CI/CD,GitHub Actions,Docker,MongoDB,MySQL,Azure",Data
JOB3286,Junior DevOps Engineer,Paytm,Hyderabad,2-4,10-15,"AWS,GitLab CI,PowerShell,GCP,CSS,Azure Monitor",Backend
JOB3287,Full Stack Developer,Microsoft,Hyderabad,1-3,6-10,"Azure Monitor,CI/CD,Bash,HTML,Jenkins,CSS",DevOps
JOB3288,Platform Engineer,Paytm,Bangalore,1-3,4-6,"GitHub Actions,Azure Monitor,GitLab CI,Git,GCP,Redis",Data
JOB3289,Cloud Operations Engineer,Amazon,Remote,0-2,6-10,"React,AWS,Ansible,Flask,Azure Monitor,Git",FullStack
JOB3290,Cloud Engineer,Zoho,Chennai,0-2,4-6,"React,Flask,IaC,Java,CI/CD,Node",FullStack
JOB3291,Backend Developer,Paytm,Noida,0-2,10-15,"JavaScript,C++,Azure Monitor,FastAPI,PostgreSQL,Bash",Frontend
JOB3292,Platform Engineer,Freshworks,Hyderabad,2-4,6-10,"MongoDB,Redis,Docker,GitLab CI,AWS,Linux",Cloud
JOB3293,ML Engineer,Accenture,Hyderabad,2-4,6-10,"FastAPI,Azure Monitor,GCP,Bash,Linux,Flask",FullStack
JOB3294,Backend Developer,Amazon,Chennai,0-2,10-15,"Kubernetes,Azure Monitor,Prometheus,PowerShell,Django,IaC",Backend
JOB3295,Full Stack Developer,Google,Hyderabad,1-3,8-12,"Terraform,CI/CD,Jenkins,C++,PostgreSQL,IaC",Frontend
JOB3296,Junior DevOps Engineer,Oracle,Pune,3-5,4-6,"Docker,Bash,CI/CD,Flask,Ansible,Kubernetes",Frontend
JOB3297,Data Engineer,Infosys,Hyderabad,1-3,8-12,"PostgreSQL,JavaScript,Docker,FastAPI,Django,IaC",FullStack
JOB3298,Cloud Engineer,Oracle,Chennai,0-2,10-15,"GitLab CI,Docker,Kafka,Linux,Prometheus,CI/CD",Cloud
JOB3299,Platform Engineer,Infosys,Hyderabad,0-2,4-6,"Flask,CI/CD,C++,CSS,Python,Node",Data
JOB3300,Data Engineer,Freshworks,Chennai,3-5,10-15,"JavaScript,React,Docker,AWS,Node,Kafka",Frontend
JOB3301,Platform Engineer,Zomato,Noida,3-5,4-6,"Terraform,AWS,CI/CD,MySQL,IaC,Ansible",Cloud
JOB3302,Full Stack Developer,Amazon,Gurgaon,3-5,10-15,"React,Terraform,FastAPI,Python,IaC,Node",Frontend
JOB3303,Data Engineer,Oracle,Gurgaon,3-5,4-6,"Bash,GitLab CI,Flask,CloudWatch,CSS,Python",DevOps
JOB3304,Site Reliability Engineer,Infosys,Noida,0-2,6-10,"Node,HTML,Flask,Azure Monitor,Django,MySQL",FullStack
JOB3305,Frontend Developer,Wipro,Remote,2-4,10-15,"CSS,Prometheus,HTML,AWS,Kafka,IaC",FullStack
JOB3306,Data Engineer,Microsoft,Noida,2-4,6-10,"GitHub Actions,Grafana,CloudWatch,IaC,MySQL,CI/CD",Frontend
JOB3307,Cloud Engineer,Freshworks,Pune,3-5,10-15,"Git,PowerShell,HTML,Azure Monitor,PostgreSQL,React",Frontend
JOB3308,Full Stack Developer,Amazon,Chennai,1-3,6-10,"Azure,GitLab CI,CSS,Jenkins,Bash,Linux",Frontend
JOB3309,Full Stack Developer,Zoho,Pune,3-5,4-6,"GCP,Java,Ansible,CI/CD,JavaScript,Bash",FullStack
JOB3310,Data Engineer,Paytm,Gurgaon,3-5,4-6,"Kubernetes,CloudWatch,Flask,Grafana,GCP,C++",FullStack
JOB3311,Full Stack Developer,Flipkart,Remote,1-3,4-6,"Kubernetes,C++,Kafka,Grafana,CI/CD,React",DevOps
JOB3312,Full Stack Developer,Zoho,Hyderabad,2-4,8-12,"Grafana,Git,Java,Kafka,Django,MongoDB",Cloud
JOB3313,Frontend Developer,Oracle,Pune,2-4,4-6,"MySQL,Azure Monitor,CSS,React,Kubernetes,Redis",Data
JOB3314,ML Engineer,Zomato,Bangalore,1-3,4-6,"Terraform,Azure Monitor,Ansible,FastAPI,Prometheus,AWS",Data
JOB3315,Site Reliability Engineer,Oracle,Bangalore,0-2,6-10,"Java,Docker,FastAPI,Bash,Node,CI/CD",DevOps
JOB3316,Cloud Operations Engineer,TCS,Chennai,2-4,6-10,"Prometheus,Git,Flask,HTML,PowerShell,Linux",Cloud
JOB3317,Cloud Operations Engineer,Swiggy,Chennai,0-2,4-6,"React,Grafana,AWS,Jenkins,GitHub Actions,CSS",Frontend
JOB3318,ML Engineer,Infosys,Noida,0-2,6-10,"GitLab CI,Git,Flask,Redis,PostgreSQL,CloudWatch",Cloud
JOB3319,Cloud Engineer,IBM,Pune,2-4,4-6,"Flask,Linux,PowerShell,Python,Azure,Django",FullStack
JOB3320,Data Engineer,Zoho,Noida,1-3,10-15,"Kafka,Azure Monitor,CI/CD,Git,AWS,PowerShell",Backend
JOB3321,Backend Developer,Microsoft,Noida,3-5,4-6,"AWS,Python,CI/CD,Terraform,PostgreSQL,CloudWatch",Data
JOB3322,Platform Engineer,Zoho,Bangalore,0-2,8-12,"Git,PowerShell,FastAPI,Java,Grafana,Django",FullStack
JOB3323,Cloud Engineer,Amazon,Gurgaon,3-5,6-10,"MySQL,Linux,CloudWatch,Docker,Bash,Kubernetes",DevOps
JOB3324,Frontend Developer,Zoho,Noida,2-4,10-15,"Docker,Python,React,Redis,Node,Java",Data
JOB3325,ML Engineer,IBM,Hyderabad,1-3,8-12,"CSS,MySQL,Terraform,Node,GitHub Actions,FastAPI",Frontend
JOB3326,Data Engineer,Freshworks,Noida,3-5,4-6,"HTML,Kafka,Node,Django,Redis,Docker",Data
JOB3327,Cloud Engineer,IBM,Gurgaon,1-3,10-15,"Redis,JavaScript,MySQL,PowerShell,Flask,IaC",DevOps
JOB3328,Backend Developer,IBM,Bangalore,3-5,8-12,"GitHub Actions,Node,Prometheus,C++,Ansible,React",Cloud
JOB3329,ML Engineer,IBM,Gurgaon,3-5,6-10,"PostgreSQL,MySQL,Git,Redis,Linux,Prometheus",FullStack
JOB3330,ML Engineer,Wipro,Chennai,1-3,6-10,"GitLab CI,Azure Monitor,MySQL,React,Redis,CloudWatch",Cloud
JOB3331,Frontend Developer,Flipkart,Bangalore,1-3,8-12,"PowerShell,CI/CD,Jenkins,AWS,JavaScript,MongoDB",Data
JOB3332,Data Engineer,Amazon,Chennai,0-2,8-12,"Grafana,Kubernetes,Java,CloudWatch,Flask,Django",Data
JOB3333,Platform Engineer,Zomato,Hyderabad,0-2,6-10,"Flask,GitLab CI,React,HTML,JavaScript,MySQL",DevOps
JOB3334,ML Engineer,Infosys,Pune,2-4,6-10,"CSS,MongoDB,Redis,CloudWatch,Java,Linux",Frontend
JOB3335,Cloud Operations Engineer,Infosys,Noida,3-5,8-12,"MongoDB,Ansible,IaC,GCP,C++,GitLab CI",DevOps
JOB3336,Cloud Engineer,Google,Chennai,3-5,4-6,"Flask,React,Ansible,Docker,GCP,Git",Data
JOB3337,Full Stack Developer,Oracle,Noida,1-3,8-12,"AWS,Linux,Grafana,Azure Monitor,CSS,IaC",FullStack
JOB3338,Cloud Engineer,Swiggy,Remote,0-2,6-10,"PowerShell,Prometheus,GitHub Actions,Docker,Terraform,GCP",DevOps
JOB3339,Frontend Developer,Amazon,Remote,1-3,8-12,"Jenkins,Docker,Django,AWS,CSS,Azure",Data
JOB3340,Backend Developer,Zoho,Gurgaon,0-2,8-12,"JavaScript,Grafana,Django,Terraform,Redis,Python",FullStack
JOB3341,Backend Developer,Oracle,Pune,1-3,4-6,"Azure Monitor,Azure,CSS,GCP,MongoDB,Linux",Frontend
JOB3342,ML Engineer,Microsoft,Hyderabad,2-4,4-6,"Kubernetes,GitLab CI,CloudWatch,Terraform,Linux,C++",DevOps
JOB3343,Frontend Developer,Wipro,Pune,2-4,4-6,"Python,Django,AWS,PowerShell,Kafka,Terraform",Data
JOB3344,Junior DevOps Engineer,Accenture,Gurgaon,1-3,8-12,"React,Jenkins,MongoDB,Kafka,PostgreSQL,CloudWatch",Data
JOB3345,Cloud Operations Engineer,Wipro,Hyderabad,3-5,10-15,"React,Redis,HTML,MongoDB,Django,IaC",Data
JOB3346,Junior DevOps Engineer,Zoho,Gurgaon,2-4,8-12,"Linux,GitHub Actions,FastAPI,AWS,CI/CD,IaC",Backend
JOB3347,Junior DevOps Engineer,TCS,Gurgaon,2-4,6-10,"Redis,C++,GitLab CI,Docker,Bash,Flask",FullStack
JOB3348,Platform Engineer,Zoho,Bangalore,0-2,4-6,"React,FastAPI,MongoDB,PowerShell,Prometheus,HTML",FullStack
JOB3349,Backend Developer,Microsoft,Pune,3-5,10-15,"Jenkins,Terraform,Django,GitLab CI,Flask,Kafka",Cloud
JOB3350,Junior DevOps Engineer,Flipkart,Chennai,0-2,8-12,"Ansible,HTML,AWS,Bash,Java,Azure",DevOps
JOB3351,Backend Developer,Zomato,Gurgaon,0-2,4-6,"Azure Monitor,Bash,React,PostgreSQL,Java,Grafana",FullStack
JOB3352,Cloud Engineer,Oracle,Remote,0-2,6-10,"Flask,GitLab CI,PowerShell,MySQL,Azure Monitor,React",DevOps
JOB3353,Data Engineer,Flipkart,Remote,3-5,4-6,"Python,Java,Terraform,C++,AWS,MySQL",Frontend
JOB3354,Cloud Operations Engineer,Wipro,Noida,0-2,10-15,"JavaScript,Git,Grafana,AWS,CI/CD,PostgreSQL",Frontend
JOB3355,Junior DevOps Engineer,Freshworks,Pune,3-5,8-12,"Terraform,Node,AWS,Jenkins,IaC,HTML",Frontend
JOB3356,Cloud Operations Engineer,Microsoft,Remote,2-4,10-15,"PowerShell,React,Flask,GitHub Actions,CloudWatch,GitLab CI",Backend
JOB3357,Backend Developer,Zoho,Remote,2-4,6-10,"CI/CD,Git,HTML,Prometheus,Bash,GitLab CI",DevOps
JOB3358,Cloud Engineer,Freshworks,Remote,0-2,4-6,"CSS,Grafana,PostgreSQL,C++,MongoDB,React",FullStack
JOB3359,Frontend Developer,Freshworks,Pune,0-2,8-12,"Terraform,Prometheus,Ansible,Django,PostgreSQL,IaC",Cloud
JOB3360,Platform Engineer,Freshworks,Hyderabad,3-5,10-15,"Grafana,Ansible,JavaScript,Django,GitLab CI,Java",Cloud
JOB3361,Data Engineer,Flipkart,Bangalore,0-2,6-10,"Java,Git,GitLab CI,CI/CD,PowerShell,Grafana",FullStack
JOB3362,Junior DevOps Engineer,IBM,Chennai,1-3,8-12,"Prometheus,Terraform,Ansible,Flask,CSS,GCP",Data
JOB3363,ML Engineer,Swiggy,Noida,0-2,8-12,"Kubernetes,CSS,Python,PostgreSQL,Docker,Kafka",Frontend
JOB3364,Site Reliability Engineer,Oracle,Pune,2-4,4-6,"CloudWatch,PostgreSQL,GitLab CI,JavaScript,PowerShell,Azure",Cloud
JOB3365,Platform Engineer,Paytm,Hyderabad,2-4,10-15,"Linux,JavaScript,Python,MongoDB,Flask,Azure Monitor",FullStack
JOB3366,ML Engineer,Freshworks,Hyderabad,2-4,4-6,"Kafka,CloudWatch,Ansible,Jenkins,Prometheus,HTML",Backend
JOB3367,Site Reliability Engineer,Flipkart,Chennai,0-2,6-10,"FastAPI,Terraform,CI/CD,AWS,C++,React",DevOps
JOB3368,Full Stack Developer,IBM,Pune,1-3,10-15,"Jenkins,Kubernetes,MySQL,CI/CD,PostgreSQL,Azure",Backend
JOB3369,Data Engineer,Swiggy,Hyderabad,1-3,10-15,"Flask,Prometheus,C++,Kubernetes,PowerShell,Grafana",Data
JOB3370,Frontend Developer,Microsoft,Hyderabad,1-3,6-10,"PostgreSQL,IaC,GCP,Node,Redis,Terraform",Cloud
JOB3371,Data Engineer,Freshworks,Chennai,0-2,4-6,"Bash,FastAPI,Azure Monitor,Java,GitHub Actions,React",Cloud
JOB3372,Cloud Engineer,Amazon,Pune,0-2,6-10,"CI/CD,Prometheus,MySQL,Redis,Kubernetes,Docker",Data
JOB3373,Platform Engineer,Flipkart,Remote,0-2,6-10,"Git,Terraform,Ansible,CI/CD,PostgreSQL,Python",FullStack
JOB3374,Platform Engineer,Infosys,Chennai,3-5,10-15,"Kubernetes,HTML,C++,Node,Kafka,Git",DevOps
JOB3375,Full Stack Developer,Zomato,Gurgaon,0-2,8-12,"Java,CI/CD,HTML,PowerShell,MySQL,Django",Backend
JOB3376,Cloud Engineer,Flipkart,Noida,1-3,4-6,"Azure Monitor,Kubernetes,PostgreSQL,MySQL,CI/CD,Prometheus",FullStack
JOB3377,Full Stack Developer,Accenture,Hyderabad,3-5,8-12,"Node,IaC,GCP,Python,HTML,Azure",FullStack
JOB3378,Platform Engineer,Oracle,Hyderabad,1-3,10-15,"Ansible,Grafana,Redis,Java,Linux,Django",Backend
JOB3379,Data Engineer,Google,Bangalore,0-2,10-15,"Jenkins,IaC,Ansible,Django,Azure Monitor,CI/CD",Frontend
JOB3380,Site Reliability Engineer,Infosys,Chennai,3-5,4-6,"Node,Terraform,Redis,MySQL,Ansible,GitHub Actions",FullStack
JOB3381,ML Engineer,Zoho,Pune,0-2,10-15,"FastAPI,Bash,Django,Node,GitHub Actions,PostgreSQL",Frontend
JOB3382,Cloud Engineer,IBM,Chennai,1-3,4-6,"CloudWatch,GitHub Actions,C++,Git,Terraform,Java",Data
JOB3383,Platform Engineer,Freshworks,Bangalore,3-5,10-15,"FastAPI,MongoDB,Django,Docker,CSS,Node",FullStack
JOB3384,Backend Developer,Flipkart,Remote,0-2,10-15,"Git,CloudWatch,Kubernetes,AWS,MySQL,IaC",FullStack
JOB3385,Backend Developer,Freshworks,Noida,2-4,10-15,"PowerShell,Jenkins,Azure,AWS,Prometheus,GCP",Data
JOB3386,Site Reliability Engineer,Google,Chennai,1-3,8-12,"Java,PostgreSQL,Redis,CI/CD,Prometheus,Git",FullStack
JOB3387,Cloud Operations Engineer,Freshworks,Hyderabad,1-3,10-15,"Java,GitLab CI,CI/CD,GitHub Actions,GCP,CloudWatch",Frontend
JOB3388,Site Reliability Engineer,Zomato,Chennai,2-4,4-6,"IaC,JavaScript,Node,CSS,GitHub Actions,Azure Monitor",Frontend
JOB3389,Cloud Engineer,Oracle,Pune,1-3,10-15,"Kafka,PostgreSQL,Prometheus,GitLab CI,CI/CD,Azure Monitor",Cloud
JOB3390,Platform Engineer,Wipro,Noida,2-4,6-10,"Node,PostgreSQL,Java,CSS,JavaScript,Terraform",Cloud
JOB3391,Junior DevOps Engineer,Google,Chennai,0-2,8-12,"JavaScript,Docker,Azure Monitor,Git,MySQL,React",DevOps
JOB3392,Cloud Engineer,Swiggy,Pune,1-3,8-12,"Node,Git,PowerShell,Azure,Python,Bash",Frontend
JOB3393,Cloud Operations Engineer,Flipkart,Pune,3-5,6-10,"FastAPI,Python,Django,Grafana,Terraform,Azure Monitor",Backend
JOB3394,Backend Developer,Infosys,Chennai,0-2,10-15,"Git,IaC,Prometheus,Java,JavaScript,Ansible",Cloud
JOB3395,Full Stack Developer,Flipkart,Chennai,1-3,4-6,"GCP,PowerShell,GitHub Actions,MySQL,IaC,HTML",DevOps
JOB3396,Data Engineer,Paytm,Remote,1-3,6-10,"HTML,PostgreSQL,Prometheus,C++,PowerShell,Git",Frontend
JOB3397,Frontend Developer,Flipkart,Bangalore,2-4,6-10,"Bash,Terraform,PostgreSQL,Python,Java,Django",FullStack
JOB3398,Junior DevOps Engineer,Infosys,Chennai,0-2,6-10,"Linux,Ansible,HTML,PowerShell,Azure,Bash",Frontend
JOB3399,Cloud Operations Engineer,Google,Bangalore,1-3,10-15,"Kubernetes,Git,CI/CD,GitLab CI,Ansible,Django",Cloud
JOB3400,Cloud Operations Engineer,TCS,Chennai,2-4,10-15,"FastAPI,GCP,Docker,Python,Git,Bash",FullStack
JOB3401,Cloud Operations Engineer,Zoho,Hyderabad,3-5,6-10,"MongoDB,Kubernetes,Prometheus,Redis,GCP,Java",FullStack
